Geneid	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3
AT5G05890	291	235	75	169	83	14
AT5G09876	2	0	1	3	2	0
AT5G55510	55	59	29	95	53	13
AT5G05990	121	113	28	178	106	19
AT5G61910	294	311	122	523	229	43
AT5G49290	140	212	59	74	34	5
AT5G62680	1321	1480	427	2468	1240	226
AT5G24080	0	0	0	1	5	3
AT5G08390	296	281	96	414	181	31
AT5G40930	221	214	77	489	228	69
AT5G39310	0	0	0	0	0	0
AT5G24890	595	667	205	417	234	44
AT5G62380	36	36	14	21	20	0
AT5G53680	1	0	0	5	14	2
AT5G44960	0	0	0	0	0	0
AT5G23115	0	0	0	0	1	0
AT5G44065	0	0	0	1	0	0
AT5G16120	541	473	160	469	252	71
AT5G28885	0	0	0	0	0	0
AT5G03190	101	167	38	136	67	16
AT5G45020	95	96	50	126	47	17
AT5G64440	743	839	264	1322	575	154
AT5G35640	0	0	0	0	0	0
AT5G45250	341	364	145	516	265	45
AT5G05600	1033	1223	374	1637	927	164
AT5G51900	0	0	0	0	0	0
AT5G48240	323	334	121	485	279	65
AT5G47120	2051	2454	754	4264	2008	626
AT5G57640	11	9	1	13	8	6
AT5G39140	0	0	0	0	0	0
AT5G48335	247	185	68	261	85	34
AT5G67340	209	221	80	1186	697	208
AT5G35320	144	174	51	447	298	66
AT5G52850	40	52	14	96	52	18
AT5G45300	197	144	65	268	126	35
AT5G28295	0	0	0	0	0	0
AT5G07240	44	31	15	68	36	7
AT5G52070	266	261	117	331	152	32
AT5G08470	348	348	130	419	224	41
AT5G14105	91	119	11	122	64	13
AT5G48575	0	0	1	1	0	0
AT5G09220	5463	4243	1666	6374	4336	869
AT5G61000	146	134	45	189	91	22
AT5G15210	59	68	14	83	52	8
AT5G46470	726	790	331	1228	783	111
AT5G40850	1328	1260	531	5958	2911	602
AT5G07200	4	5	0	4	3	1
AT5G59340	1	1	0	3	1	0
AT5G07310	0	0	0	61	44	11
AT5G01170	142	106	28	225	97	21
AT5G37810	0	0	0	0	0	0
AT5G10690	81	71	32	72	28	3
AT5G16080	10	6	1	21	14	1
AT5G59900	52	47	11	62	27	7
AT5G12460	0	0	0	0	0	0
AT5G11890	255	212	51	303	150	23
AT5G16940	41	37	18	46	29	5
AT5G60265	0	0	0	0	0	0
AT5G49305	10	3	0	19	4	4
AT5G36120	6	5	0	3	3	0
AT5G52760	1	0	0	86	77	26
AT5G43755	0	0	0	2	0	0
AT5G17930	339	399	135	520	244	59
AT5G67490	2	5	1	2	1	0
AT5G19810	7	4	1	8	0	1
AT5G47480	1540	1421	562	2314	1135	184
AT5G25930	1176	1383	447	3884	2642	529
AT5G46080	99	143	48	237	105	31
AT5G55920	493	556	194	847	469	110
AT5G09700	1	1	0	4	4	0
AT5G01380	21	6	4	366	302	90
AT5G45810	39	44	8	26	13	0
AT5G55170	89	141	26	57	22	8
AT5G20330	0	0	0	0	0	0
AT5G44760	1	1	0	0	0	0
AT5G47650	68	86	29	169	90	21
AT5G27490	95	86	16	107	48	14
AT5G66260	0	0	0	0	0	0
AT5G65225	2	0	0	1	4	0
AT5G46950	1	1	0	3	1	0
AT5G66780	8	5	0	37	18	4
AT5G40030	65	39	21	66	39	8
AT5G49830	921	948	286	1249	570	161
AT5G55893	2	2	2	3	3	0
AT5G47200	1651	1816	563	3714	1761	435
AT5G63280	213	278	81	292	133	36
AT5G22960	0	0	0	0	0	1
AT5G04630	2	1	0	3	0	0
AT5G09290	126	74	26	326	182	29
AT5G09800	38	50	19	284	191	42
AT5G47080	372	363	120	572	277	72
AT5G54900	792	627	170	1598	660	154
AT5G41160	32	40	12	27	14	1
AT5G14360	22	37	13	10	6	0
AT5G39380	109	150	48	206	118	23
AT5G43150	345	338	113	549	290	55
AT5G39450	92	128	51	181	70	13
AT5G01500	233	204	74	757	350	80
AT5G41330	226	230	104	288	122	33
AT5G21130	12	20	3	17	2	1
AT5G28510	1	6	0	93	57	23
AT5G54530	25	26	8	15	5	1
AT5G24314	68	44	22	69	41	8
AT5G17630	325	296	92	442	218	56
AT5G43050	49	58	11	58	25	7
AT5G46660	0	1	0	0	1	0
AT5G42970	328	329	103	612	286	62
AT5G62800	0	0	0	0	0	0
AT5G44306	1	2	1	10	2	0
AT5G56210	202	226	85	210	94	11
AT5G16860	32	27	8	66	35	8
AT5G11960	472	436	173	560	243	62
AT5G09720	21	19	6	37	23	4
AT5G63110	341	326	118	571	241	58
AT5G50340	180	131	70	288	150	33
AT5G01090	206	255	86	354	157	41
AT5G17260	9	11	3	33	16	3
AT5G02020	174	176	65	137	124	42
AT5G03630	3106	3201	862	6127	3124	849
AT5G38470	1259	1141	332	2451	1118	295
AT5G24740	632	654	240	974	554	107
AT5G58330	282	260	80	438	300	43
AT5G63950	299	301	113	521	251	65
AT5G55220	137	150	43	129	70	14
AT5G05580	27	35	5	22	21	6
AT5G39865	18	24	13	27	13	5
AT5G28720	0	0	0	0	0	0
AT5G06190	1	5	1	17	5	2
AT5G61690	0	0	0	0	0	0
AT5G40820	116	100	37	137	86	15
AT5G15270	553	516	212	622	305	56
AT5G25760	248	253	94	387	179	29
AT5G55310	601	646	257	1092	540	107
AT5G16420	48	40	30	108	41	11
AT5G25860	0	0	0	0	0	0
AT5G01390	132	141	43	166	52	21
AT5G38300	34	22	14	54	27	2
AT5G63400	1068	991	250	1506	716	161
AT5G61710	0	0	0	0	0	0
AT5G10570	15	22	14	1	0	0
AT5G19910	94	70	25	123	66	22
AT5G58050	0	0	0	2	0	0
AT5G45060	275	356	121	414	231	47
AT5G56580	56	49	21	110	61	20
AT5G41700	5985	7919	1880	4503	2329	455
AT5G60740	0	0	0	0	0	1
AT5G56390	0	0	0	0	0	0
AT5G36780	0	0	0	0	0	0
AT5G17510	246	240	85	493	258	34
AT5G52060	722	1137	330	965	365	71
AT5G17165	12	10	2	3	2	0
AT5G01110	21	31	8	34	11	4
AT5G08565	34	29	12	57	27	2
AT5G39320	1482	1456	341	1135	558	134
AT5G41830	1	2	0	1	0	0
AT5G60460	223	209	48	205	85	25
AT5G56930	131	208	62	195	105	24
AT5G43360	0	0	0	0	0	0
AT5G15760	15	22	7	31	10	4
AT5G08540	231	234	78	288	150	47
AT5G64620	56	61	17	55	32	5
AT5G52780	3	9	0	9	0	0
AT5G25850	0	0	0	0	0	0
AT5G49060	147	151	70	201	119	26
AT5G14610	132	92	42	142	87	20
AT5G07470	627	643	194	1113	462	102
AT5G03090	1	0	0	1	0	0
AT5G49620	15	26	4	84	57	6
AT5G17800	110	135	33	341	133	39
AT5G03640	125	113	37	113	46	9
AT5G46297	0	0	0	0	0	0
AT5G26720	55	66	18	65	26	8
AT5G45950	0	4	0	11	3	1
AT5G13790	22	39	8	107	52	16
AT5G05653	0	0	0	1	0	0
AT5G27940	3	6	3	8	4	2
AT5G19510	3521	2544	541	2953	1739	449
AT5G18636	2	1	0	2	3	0
AT5G62160	0	0	0	0	2	0
AT5G44910	391	438	170	400	188	33
AT5G10760	0	0	0	0	0	0
AT5G10170	639	568	193	997	465	66
AT5G18220	4	6	3	6	5	1
AT5G62650	191	180	44	306	129	36
AT5G41940	726	683	259	861	390	69
AT5G37470	0	0	0	0	0	0
AT5G44040	98	96	42	156	64	12
AT5G60964	0	0	0	0	0	0
AT5G36290	814	725	218	1524	743	189
AT5G15900	37	21	10	20	13	2
AT5G27320	373	377	128	371	180	55
AT5G40330	17	11	2	10	7	0
AT5G40590	175	305	60	69	37	3
AT5G25600	0	0	0	0	0	0
AT5G53590	334	331	139	1913	1135	304
AT5G23420	187	159	62	242	139	34
AT5G02860	186	128	54	179	104	12
AT5G67230	35	18	4	43	18	5
AT5G59820	154	236	61	1670	1336	376
AT5G27240	93	124	67	147	89	19
AT5G48970	141	141	47	256	127	28
AT5G58930	395	284	111	518	260	52
AT5G15720	6	6	3	8	2	0
AT5G51500	103	66	22	131	76	15
AT5G18540	78	81	30	126	50	19
AT5G57850	229	164	62	253	119	27
AT5G51060	670	736	238	919	409	102
AT5G65610	8	2	0	4	3	0
AT5G57910	323	495	132	644	387	79
AT5G16550	542	560	144	552	277	51
AT5G07450	18	18	5	8	5	1
AT5G43185	0	0	0	0	0	0
AT5G48340	151	178	55	216	97	27
AT5G42760	5	4	3	5	1	2
AT5G26230	30	17	3	25	12	3
AT5G15450	262	268	92	912	685	147
AT5G12180	1	4	1	4	3	2
AT5G67050	1	2	0	5	3	0
AT5G37850	337	416	152	578	292	81
AT5G04930	1516	1711	572	3295	1916	415
AT5G61140	1168	1104	425	1518	789	149
AT5G39180	0	0	0	1	1	0
AT5G25990	2	0	0	1	0	0
AT5G24030	1874	991	538	914	496	113
AT5G09976	0	2	0	7	0	0
AT5G66200	601	518	145	901	427	95
AT5G06160	291	307	92	477	258	72
AT5G58180	0	0	0	0	0	0
AT5G05100	853	834	249	909	490	92
AT5G37890	81	74	22	107	48	14
AT5G41071	0	0	0	0	0	0
AT5G27440	0	2	2	0	0	0
AT5G11220	0	1	0	2	0	0
AT5G62950	287	351	122	388	188	53
AT5G09630	57	75	18	108	31	11
AT5G07500	0	1	0	1	0	0
AT5G35069	0	0	0	0	0	0
AT5G02390	16	14	6	11	4	1
AT5G43210	15	20	5	31	13	5
AT5G35520	119	125	27	177	84	21
AT5G48830	123	155	48	132	71	15
AT5G48230	1556	1189	431	1872	837	193
AT5G38460	178	199	68	240	111	25
AT5G10990	13	23	5	16	4	1
AT5G20740	4	0	0	3	0	0
AT5G42870	1395	1350	611	2088	948	211
AT5G66930	258	337	129	519	271	56
AT5G39500	504	527	177	768	310	82
AT5G54043	0	0	0	0	0	0
AT5G54130	141	133	70	623	260	72
AT5G25750	0	0	0	0	0	0
AT5G40750	0	0	0	0	0	0
AT5G35603	0	0	0	0	0	0
AT5G26120	0	0	0	0	0	0
AT5G11420	129	60	26	147	40	3
AT5G40940	0	0	0	0	2	0
AT5G52380	79	94	29	150	61	16
AT5G35920	0	0	0	0	0	0
AT5G17770	1806	1723	556	3302	1500	375
AT5G18407	0	0	0	0	0	0
AT5G05140	1139	1378	414	1800	1035	207
AT5G44578	3	5	3	59	25	10
AT5G10840	930	859	295	1366	607	155
AT5G38730	29	41	12	59	30	11
AT5G56660	513	581	166	634	265	68
AT5G50050	0	0	0	0	0	0
AT5G07600	0	0	0	0	0	0
AT5G62240	0	0	0	0	0	0
AT5G38180	0	0	0	0	0	0
AT5G49910	892	1171	284	1807	1043	210
AT5G48800	196	210	96	455	177	59
AT5G45840	112	166	54	72	39	1
AT5G27030	586	581	231	1226	524	117
AT5G45170	124	102	30	191	102	28
AT5G45070	401	517	166	1099	578	144
AT5G23390	428	436	150	620	284	50
AT5G26050	0	0	0	0	0	0
AT5G17960	14	5	3	6	3	1
AT5G51050	110	150	45	287	99	22
AT5G64090	460	347	119	484	257	38
AT5G50910	0	0	0	0	0	0
AT5G63830	145	159	52	221	105	25
AT5G63760	512	512	161	693	329	76
AT5G09670	570	479	175	627	268	69
AT5G48810	1259	974	275	1276	568	157
AT5G66370	0	0	0	0	0	0
AT5G50690	0	0	0	0	0	0
AT5G38160	0	0	0	0	0	0
AT5G33406	0	0	0	0	0	1
AT5G13010	1737	1560	663	1882	950	197
AT5G08750	185	173	53	246	144	13
AT5G45740	9	11	1	12	7	2
AT5G02130	142	134	53	240	141	22
AT5G42630	106	69	14	77	42	12
AT5G59520	1477	1629	555	2148	1044	145
AT5G22640	530	569	226	548	285	52
AT5G18870	0	4	0	0	0	0
AT5G27400	25	24	6	18	12	4
AT5G66170	1060	1373	270	1942	915	203
AT5G52547	12	11	3	33	9	1
AT5G18510	0	0	0	3	3	0
AT5G66410	193	175	71	311	113	34
AT5G23170	42	42	22	75	33	8
AT5G58570	7	4	4	20	4	3
AT5G42220	858	815	267	1440	754	156
AT5G55940	549	522	162	633	354	90
AT5G52370	178	193	50	187	101	27
AT5G25870	0	0	0	0	0	0
AT5G48930	1945	1921	659	5185	2541	600
AT5G07940	640	713	259	991	504	80
AT5G16600	136	247	99	266	120	13
AT5G60410	1043	1069	419	1831	854	225
AT5G38190	0	0	0	0	0	0
AT5G12320	85	83	25	159	62	13
AT5G65860	132	171	43	285	116	37
AT5G16530	14	40	12	48	36	1
AT5G20010	1801	1680	596	2830	1472	365
AT5G37760	0	1	0	0	0	0
AT5G17590	2	0	0	2	0	0
AT5G18380	3900	2788	719	5070	2295	672
AT5G15940	27	16	4	18	13	3
AT5G02670	103	99	38	98	64	14
AT5G41765	22	23	5	14	10	3
AT5G48650	59	52	19	86	37	11
AT5G21482	5	12	1	32	7	2
AT5G59510	47	64	12	61	52	11
AT5G59110	0	0	0	0	0	0
AT5G16340	16	10	4	29	11	3
AT5G47700	1791	1117	305	2550	1157	280
AT5G40390	908	1185	312	1043	455	90
AT5G39715	0	0	0	0	0	0
AT5G40040	1	0	0	2	1	0
AT5G37800	12	11	2	11	1	2
AT5G15520	137	135	32	188	102	30
AT5G15710	126	140	38	196	94	32
AT5G12840	213	246	85	343	194	44
AT5G17050	196	368	58	540	233	27
AT5G59760	8	11	2	22	5	1
AT5G64580	171	198	72	244	125	40
AT5G47280	0	0	0	0	0	0
AT5G20310	0	1	0	0	0	0
AT5G26300	38	62	21	21	17	1
AT5G54580	151	184	51	269	124	33
AT5G15190	40	52	11	34	23	0
AT5G25790	36	29	11	46	32	8
AT5G63840	1573	1217	432	2131	939	204
AT5G32450	389	368	138	491	252	53
AT5G59613	684	917	168	1063	529	145
AT5G47250	119	129	55	240	102	28
AT5G56500	1034	1098	350	2360	1156	282
AT5G01860	1	0	1	1	0	0
AT5G39760	184	145	57	299	116	29
AT5G53500	373	611	171	424	198	37
AT5G01510	71	46	19	98	47	8
AT5G51020	166	128	38	158	89	17
AT5G59320	33	22	3	578	307	143
AT5G37165	0	0	0	0	0	0
AT5G26330	50	37	11	81	29	0
AT5G67250	689	674	237	980	433	104
AT5G13660	96	102	51	213	90	16
AT5G56630	955	1048	400	2773	1426	321
AT5G58280	2	3	1	1	1	2
AT5G22280	193	235	78	312	167	38
AT5G65090	80	79	26	110	49	7
AT5G10580	1083	733	269	1847	615	259
AT5G19870	54	86	20	111	46	7
AT5G07710	108	87	29	153	68	15
AT5G42232	0	0	0	0	0	0
AT5G35190	777	1073	280	1479	493	33
AT5G59350	123	169	50	282	143	51
AT5G65310	790	959	312	1782	761	166
AT5G14500	145	92	34	209	96	23
AT5G36690	0	0	0	0	0	0
AT5G51520	22	21	3	3	1	0
AT5G58300	585	521	171	726	342	61
AT5G09810	5550	4265	1493	11213	5037	1298
AT5G17530	292	317	115	475	230	50
AT5G12210	797	829	278	1132	528	149
AT5G56380	147	135	50	153	82	22
AT5G65080	16	15	4	39	13	8
AT5G41520	2567	2205	687	3636	1809	515
AT5G52100	5	1	2	3	1	0
AT5G23820	931	1021	286	3342	1557	267
AT5G16520	258	254	83	338	161	31
AT5G35610	0	0	0	0	0	0
AT5G46970	0	0	0	0	0	0
AT5G59540	619	962	229	1493	1005	178
AT5G47710	193	143	54	533	289	72
AT5G25830	202	170	45	74	37	7
AT5G26710	965	758	299	1650	684	167
AT5G28080	380	358	182	348	192	44
AT5G04395	0	0	0	0	0	0
AT5G53710	1	1	0	2	2	0
AT5G59230	0	0	0	2	0	0
AT5G11770	2182	1572	424	3120	1515	311
AT5G03030	113	178	36	232	115	44
AT5G55360	7	11	5	16	8	0
AT5G21140	16	22	5	38	21	3
AT5G39580	472	336	78	3039	1576	373
AT5G15830	201	148	79	348	184	68
AT5G07910	197	219	76	405	182	43
AT5G50565	24	4	2	2	1	0
AT5G18010	3	0	0	1	0	0
AT5G27750	102	108	52	179	81	17
AT5G46590	23	17	7	100	47	10
AT5G40700	77	78	25	121	49	15
AT5G18670	203	385	61	204	100	13
AT5G01930	172	161	48	140	64	12
AT5G25780	432	351	140	677	293	75
AT5G47850	8	4	2	80	50	10
AT5G63135	56	44	11	117	54	18
AT5G23740	1235	970	278	1639	840	285
AT5G11790	466	699	228	665	327	65
AT5G04160	179	142	46	182	68	10
AT5G16486	2	3	2	5	1	0
AT5G56040	978	754	243	1116	508	119
AT5G56540	467	634	125	205	81	13
AT5G04020	464	533	256	1183	609	109
AT5G23810	30	20	17	94	21	6
AT5G60240	0	0	0	0	0	0
AT5G41650	11	7	4	27	8	1
AT5G38630	325	380	119	476	209	58
AT5G47370	304	260	77	462	231	40
AT5G19200	65	59	19	125	51	14
AT5G51550	256	170	82	376	165	53
AT5G25100	2001	1879	541	2303	1108	225
AT5G45230	0	0	0	0	0	0
AT5G42780	79	82	18	95	45	14
AT5G28462	0	0	0	0	0	0
AT5G19140	947	579	236	1449	694	171
AT5G19675	0	0	0	0	0	0
AT5G66800	15	19	7	12	11	1
AT5G02502	41	40	8	52	28	6
AT5G40140	90	104	35	145	62	16
AT5G56740	241	214	68	339	156	35
AT5G37530	63	47	22	116	56	14
AT5G22930	74	74	26	242	96	19
AT5G04690	7	6	2	6	7	5
AT5G55200	159	214	56	611	308	116
AT5G08710	153	187	69	247	114	23
AT5G05860	359	500	149	404	200	37
AT5G37740	1223	1339	490	5439	2412	683
AT5G63290	13	18	1	32	23	6
AT5G10720	249	238	81	192	84	24
AT5G27065	0	0	0	0	0	0
AT5G42960	205	195	63	306	137	29
AT5G07250	191	245	74	362	152	21
AT5G60280	298	286	119	312	130	28
AT5G61220	93	107	30	201	92	16
AT5G06550	109	144	39	247	107	32
AT5G04260	142	137	32	172	65	21
AT5G39010	0	0	0	1	0	0
AT5G52840	875	640	180	1370	600	102
AT5G44130	262	300	70	95	34	0
AT5G03495	5	5	1	8	2	0
AT5G08170	232	251	71	564	245	71
AT5G47960	87	143	24	178	91	18
AT5G57860	196	212	69	363	175	55
AT5G36180	454	582	248	738	264	39
AT5G01130	0	0	0	0	0	0
AT5G59740	65	59	12	93	34	11
AT5G39730	707	824	283	1263	518	119
AT5G40070	0	0	0	0	0	0
AT5G65340	7	8	6	4	0	0
AT5G49260	0	0	0	0	0	0
AT5G23940	29	30	13	76	31	5
AT5G55132	0	0	0	0	0	0
AT5G50660	0	0	0	0	0	0
AT5G50900	829	851	300	938	494	100
AT5G45900	249	265	89	378	218	41
AT5G22950	337	351	126	525	294	80
AT5G48330	184	161	62	279	153	29
AT5G64470	119	122	34	178	69	11
AT5G52965	0	0	0	0	0	0
AT5G07980	295	359	115	455	231	43
AT5G48250	220	290	93	451	140	48
AT5G56190	338	370	140	597	327	63
AT5G30510	492	408	113	502	256	77
AT5G04620	91	84	25	121	60	13
AT5G64220	586	659	209	1660	828	188
AT5G05820	239	217	77	359	159	39
AT5G33806	0	0	0	0	0	0
AT5G08420	512	560	207	906	435	108
AT5G44350	90	117	30	396	185	52
AT5G42850	827	860	214	1215	498	124
AT5G47140	309	642	139	630	309	69
AT5G39020	157	168	65	198	104	24
AT5G60200	201	149	52	347	237	54
AT5G65640	336	459	131	3043	893	210
AT5G05920	129	151	48	249	124	35
AT5G51650	1	1	0	0	1	0
AT5G37140	0	0	0	0	0	0
AT5G23680	115	113	40	162	90	13
AT5G49050	0	0	0	1	0	0
AT5G45875	0	0	0	0	0	0
AT5G05190	182	210	56	306	182	49
AT5G55550	416	374	187	807	290	77
AT5G28290	107	98	26	134	71	16
AT5G04870	1044	1070	401	2421	1162	303
AT5G64710	38	39	11	73	43	7
AT5G38280	289	320	103	615	277	73
AT5G47340	0	0	0	0	0	0
AT5G10780	767	731	227	942	472	109
AT5G63470	212	191	48	207	83	19
AT5G41780	1	0	0	5	3	1
AT5G23120	217	163	70	119	38	16
AT5G39620	0	0	0	1	0	0
AT5G29070	0	0	0	0	0	0
AT5G13830	18	21	3	32	20	7
AT5G54380	714	636	262	706	282	66
AT5G52670	1	7	0	190	141	31
AT5G64730	108	88	32	167	64	20
AT5G61620	3	1	0	1	2	0
AT5G60380	0	0	0	0	0	0
AT5G28770	849	913	349	384	169	22
AT5G36200	0	0	0	0	0	0
AT5G04410	882	1082	330	2072	968	225
AT5G11510	115	82	52	162	77	22
AT5G55300	845	962	365	1140	594	120
AT5G38040	29	40	17	66	15	5
AT5G58200	599	586	241	725	372	75
AT5G59000	37	22	12	47	25	4
AT5G14520	804	765	229	1143	560	158
AT5G40520	123	145	53	205	95	22
AT5G51400	742	668	183	833	398	91
AT5G54240	42	55	12	48	11	5
AT5G62960	40	41	16	87	52	10
AT5G18770	73	75	27	150	55	12
AT5G23990	1	2	0	0	0	0
AT5G62575	138	168	42	238	114	33
AT5G66060	289	237	84	308	174	31
AT5G06830	330	313	133	523	273	62
AT5G28560	0	1	0	0	0	0
AT5G20640	65	43	26	49	12	1
AT5G66570	1787	824	269	623	305	53
AT5G51950	1	0	0	1	0	0
AT5G51800	0	2	0	2	1	0
AT5G61510	458	372	131	797	330	90
AT5G25290	1	0	0	0	0	0
AT5G06150	182	123	52	239	126	30
AT5G27100	367	334	117	453	167	35
AT5G62020	79	132	40	324	239	56
AT5G52460	0	0	0	0	0	0
AT5G47470	0	1	0	4	0	1
AT5G61160	0	0	1	30	1	4
AT5G66985	105	178	37	492	160	46
AT5G24450	405	492	194	632	317	65
AT5G61380	2047	2314	909	2372	1198	243
AT5G51360	0	0	0	1	0	0
AT5G19151	10	16	2	19	6	1
AT5G11140	7	6	1	21	8	9
AT5G37450	117	129	53	215	70	13
AT5G27093	1	5	3	7	2	1
AT5G51880	262	248	87	372	174	43
AT5G20900	470	479	135	799	387	100
AT5G03660	565	603	219	1086	595	132
AT5G38895	182	221	72	398	180	45
AT5G46210	1310	1369	524	2159	1041	216
AT5G63390	14	17	7	11	5	0
AT5G26700	5	9	3	11	4	2
AT5G24290	751	939	326	1427	608	110
AT5G23440	94	76	20	101	36	11
AT5G24090	532	670	153	1121	558	113
AT5G04140	372	187	105	227	91	11
AT5G07090	2844	1988	605	3984	1839	495
AT5G02380	1893	1692	383	5574	2545	760
AT5G51860	0	0	0	0	0	0
AT5G47130	0	0	0	0	0	1
AT5G41540	9	7	5	7	0	0
AT5G57360	429	426	152	534	272	54
AT5G38910	42	17	21	292	217	154
AT5G63240	0	2	0	0	0	0
AT5G53635	0	0	0	0	0	0
AT5G10330	161	246	77	268	152	21
AT5G25970	1	0	0	2	0	0
AT5G20180	132	106	33	199	114	26
AT5G39110	2	22	0	42	38	39
AT5G35945	0	0	0	0	0	0
AT5G04820	90	88	30	73	26	4
AT5G08440	235	229	81	376	189	39
AT5G66330	34	21	3	19	13	1
AT5G24040	34	41	24	52	31	8
AT5G27820	83	106	20	135	67	22
AT5G48905	0	0	0	0	0	0
AT5G36370	0	0	0	0	0	0
AT5G10380	4	3	0	48	30	10
AT5G04990	461	520	166	678	296	60
AT5G14820	6	4	2	8	5	0
AT5G39340	319	428	124	564	280	70
AT5G36980	0	0	0	0	0	0
AT5G11620	17	8	3	30	11	3
AT5G37260	212	1332	181	385	145	38
AT5G41880	65	62	29	122	48	12
AT5G60170	894	908	349	1436	700	134
AT5G04560	1061	1006	384	1266	643	112
AT5G42930	64	88	37	198	91	9
AT5G63090	4	2	1	9	4	0
AT5G27990	281	244	76	357	200	47
AT5G64190	1	1	2	9	1	1
AT5G35360	1510	1295	381	1783	876	225
AT5G43160	19	18	5	33	14	1
AT5G11570	41	43	10	56	18	3
AT5G56880	0	0	0	0	0	0
AT5G52270	7	4	0	9	10	2
AT5G40800	1	1	0	3	2	1
AT5G63120	206	188	73	360	154	40
AT5G45120	0	0	0	1	0	0
AT5G40580	508	456	120	1005	465	107
AT5G28630	152	151	63	212	207	26
AT5G58005	132	134	51	233	115	22
AT5G50620	0	0	0	0	0	0
AT5G18910	13	15	3	19	6	0
AT5G62150	67	113	29	83	90	29
AT5G57610	193	213	71	474	246	61
AT5G46730	177	94	68	1995	794	435
AT5G05850	160	159	52	207	90	23
AT5G10880	0	0	0	0	0	0
AT5G06410	61	86	34	113	59	17
AT5G39840	132	94	33	199	99	21
AT5G15770	0	0	0	0	0	0
AT5G22920	1229	1073	400	471	263	44
AT5G35680	795	822	267	1867	905	243
AT5G36800	0	1	1	1	0	0
AT5G67620	113	87	22	148	63	16
AT5G50610	0	0	0	0	0	0
AT5G39890	13	12	4	242	34	22
AT5G05940	42	27	14	79	32	5
AT5G04700	24	16	3	42	25	8
AT5G66680	1179	950	339	1619	747	139
AT5G28650	15	15	7	45	11	3
AT5G25840	6	3	0	2	0	0
AT5G43068	0	1	0	4	1	0
AT5G58860	1742	1447	458	3466	1739	226
AT5G15010	37	24	10	55	28	5
AT5G11380	212	169	62	323	164	33
AT5G38500	0	0	0	0	0	0
AT5G60335	10	17	3	20	7	4
AT5G12900	220	245	76	572	275	68
AT5G59490	64	71	27	463	275	90
AT5G02600	131	107	34	211	122	12
AT5G20850	28	27	6	32	13	7
AT5G13480	188	166	58	291	156	28
AT5G54300	207	166	47	75	55	16
AT5G07050	1	0	0	0	1	0
AT5G56400	0	0	0	0	0	0
AT5G54330	0	2	0	0	0	0
AT5G65970	764	638	263	686	300	65
AT5G42765	96	116	28	103	50	12
AT5G23903	0	0	0	0	0	0
AT5G60680	591	520	130	638	312	86
AT5G47690	1949	2111	826	3097	1478	311
AT5G62080	0	0	0	0	0	0
AT5G46873	0	0	0	0	0	0
AT5G19170	0	0	1	3	0	0
AT5G57290	1386	1145	350	2321	1140	347
AT5G18660	41	44	10	43	21	8
AT5G08130	752	971	279	1109	495	75
AT5G18480	767	813	255	1518	665	193
AT5G26940	143	144	37	219	89	31
AT5G59450	111	185	50	180	89	14
AT5G67030	479	322	144	344	311	39
AT5G39520	0	1	2	11	3	0
AT5G22240	8	8	0	7	3	0
AT5G66070	131	170	41	390	243	55
AT5G57190	61	61	27	197	115	22
AT5G64330	369	365	114	330	162	26
AT5G18250	60	65	20	111	51	15
AT5G55340	2	2	0	11	11	1
AT5G64860	264	182	69	176	107	30
AT5G63540	20	13	2	31	13	1
AT5G25580	43	27	11	66	33	4
AT5G28050	1443	1541	435	2331	1195	304
AT5G01310	118	121	38	168	70	16
AT5G44940	2	1	0	2	0	1
AT5G53486	0	0	0	2	6	1
AT5G55830	28	34	15	49	20	7
AT5G49270	337	250	56	212	106	9
AT5G50430	309	351	93	638	290	73
AT5G54090	84	74	29	79	48	13
AT5G41130	107	117	34	170	74	22
AT5G06050	303	188	76	396	157	36
AT5G10140	47	41	14	33	9	3
AT5G13250	36	42	18	30	20	2
AT5G05675	0	0	0	0	0	0
AT5G01580	0	0	0	0	0	0
AT5G24920	27	19	8	2	5	0
AT5G58575	153	144	49	168	90	13
AT5G35830	0	0	0	3	0	0
AT5G67040	0	0	0	0	0	0
AT5G59300	341	365	125	454	241	46
AT5G28550	0	0	0	0	0	0
AT5G54930	84	72	22	160	68	21
AT5G52540	466	316	121	698	358	80
AT5G59060	0	2	0	2	0	0
AT5G51720	5	0	1	0	0	1
AT5G44460	220	262	63	174	85	10
AT5G53420	174	241	81	610	365	95
AT5G36160	474	506	149	1027	476	117
AT5G15580	406	298	93	297	151	25
AT5G49720	6513	6333	2243	5804	2471	550
AT5G14320	246	190	62	163	78	22
AT5G14275	0	0	0	0	0	0
AT5G65390	517	508	139	575	261	48
AT5G45460	52	39	12	54	27	10
AT5G01920	234	190	73	200	103	15
AT5G16770	47	79	22	51	28	3
AT5G06710	92	59	36	57	36	3
AT5G14420	353	311	114	776	429	92
AT5G17400	208	215	74	191	104	28
AT5G47150	1	0	1	8	7	1
AT5G16220	354	292	100	441	233	36
AT5G58380	279	408	143	462	248	54
AT5G37400	16	20	9	36	15	2
AT5G24270	394	436	190	448	184	38
AT5G06060	177	143	41	171	81	18
AT5G05160	513	539	194	1011	418	101
AT5G12310	348	327	112	551	255	47
AT5G26740	1217	1334	424	847	379	82
AT5G44510	420	527	222	863	421	102
AT5G11600	143	156	50	206	114	22
AT5G49740	1	1	2	2	1	0
